"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,2546,20,01/01/2024,12/31/2024
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,74,123,"2, 20",01/01/2024,12/31/2024
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,91,89,"2, 20",01/01/2024,12/31/2024
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,54,112,"2, 20",01/01/2024,12/31/2024
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.06,4670,20,01/01/2024,12/31/2024
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4670,20,01/01/2024,12/31/2024
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,49,122,"2, 20",01/01/2024,12/31/2024
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,66,82,"2, 20",01/01/2024,12/31/2024
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,76,112,"2, 20",01/01/2024,12/31/2024
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.1,3140,20,01/01/2024,12/31/2024
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.17,3140,20,01/01/2024,12/31/2024
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,86,120,"2, 20",01/01/2024,12/31/2024
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,135,"2, 20",01/01/2024,12/31/2024
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,64,111,"2, 20",01/01/2024,12/31/2024
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2024,12/31/2024
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2024,12/31/2024
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,95,63,"2, 20",01/01/2024,12/31/2024
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,91,58,"2, 20",01/01/2024,12/31/2024
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,93,111,"2, 20",01/01/2024,12/31/2024
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,3123,20,01/01/2024,12/31/2024
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.19,3123,20,01/01/2024,12/31/2024
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,78,103,"2, 20",01/01/2024,12/31/2024
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,126,"2, 20",01/01/2024,12/31/2024
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,77,124,"2, 20",01/01/2024,12/31/2024
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,1299,20,01/01/2024,12/31/2024
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,1299,20,01/01/2024,12/31/2024
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,78,83,"2, 20",01/01/2024,12/31/2024
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,97,"2, 20",01/01/2024,12/31/2024
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,90,126,"2, 20",01/01/2024,12/31/2024
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.27,3672,20,01/01/2024,12/31/2024
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.05,3672,20,01/01/2024,12/31/2024
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,130,"2, 20",01/01/2024,12/31/2024
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,199,"2, 20",01/01/2024,12/31/2024
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,93,163,"2, 20",01/01/2024,12/31/2024
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,4892,20,01/01/2024,12/31/2024
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4892,20,01/01/2024,12/31/2024
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,43,147,"2, 20",01/01/2024,12/31/2024
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,43,86,"2, 20",01/01/2024,12/31/2024
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,1,111,"2, 20",01/01/2024,12/31/2024
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2647,20,01/01/2024,12/31/2024
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,2647,20,01/01/2024,12/31/2024
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,68,94,"2, 20",01/01/2024,12/31/2024
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,85,110,"2, 20",01/01/2024,12/31/2024
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,120,"2, 20",01/01/2024,12/31/2024
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2633,20,01/01/2024,12/31/2024
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.12,2633,20,01/01/2024,12/31/2024
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,70,145,"2, 20",01/01/2024,12/31/2024
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,83,120,"2, 20",01/01/2024,12/31/2024
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,81,121,"2, 20",01/01/2024,12/31/2024
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.51,1549,20,01/01/2024,12/31/2024
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.59,1549,20,01/01/2024,12/31/2024
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,115,"2, 20",01/01/2024,12/31/2024
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,82,110,"2, 20",01/01/2024,12/31/2024
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,11,118,"2, 20",01/01/2024,12/31/2024
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,6830,20,01/01/2024,12/31/2024
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,6830,20,01/01/2024,12/31/2024
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,84,171,"2, 20",01/01/2024,12/31/2024
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,92,262,"2, 20",01/01/2024,12/31/2024
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,89,185,"2, 20",01/01/2024,12/31/2024
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,4986,20,01/01/2024,12/31/2024
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4986,20,01/01/2024,12/31/2024
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,91,200,"2, 20",01/01/2024,12/31/2024
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,185,"2, 20",01/01/2024,12/31/2024
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,85,158,"2, 20",01/01/2024,12/31/2024
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.13,28457,20,01/01/2024,12/31/2024
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.14,28457,20,01/01/2024,12/31/2024
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,38,296,"2, 20",01/01/2024,12/31/2024
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,90,187,"2, 20",01/01/2024,12/31/2024
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,58,203,"2, 20",01/01/2024,12/31/2024
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,5,01/01/2024,12/31/2024
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,5,01/01/2024,12/31/2024
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,79,28,"2, 20",01/01/2024,12/31/2024
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,95,22,"2, 20",01/01/2024,12/31/2024
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,79,19,"2, 20",01/01/2024,12/31/2024
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.17,4106,20,01/01/2024,12/31/2024
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4106,20,01/01/2024,12/31/2024
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,56,98,"2, 20",01/01/2024,12/31/2024
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,64,"2, 20",01/01/2024,12/31/2024
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,56,96,"2, 20",01/01/2024,12/31/2024
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,12040,20,01/01/2024,12/31/2024
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,12040,20,01/01/2024,12/31/2024
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,89,158,"2, 20",01/01/2024,12/31/2024
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,99,266,"2, 20",01/01/2024,12/31/2024
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,97,208,"2, 20",01/01/2024,12/31/2024
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.26,5464,20,01/01/2024,12/31/2024
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.38,5464,20,01/01/2024,12/31/2024
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,89,82,"2, 20",01/01/2024,12/31/2024
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,116,"2, 20",01/01/2024,12/31/2024
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,65,110,"2, 20",01/01/2024,12/31/2024
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.03,2945,20,01/01/2024,12/31/2024
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.22,2945,20,01/01/2024,12/31/2024
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,95,199,"2, 20",01/01/2024,12/31/2024
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,92,145,"2, 20",01/01/2024,12/31/2024
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,95,121,"2, 20",01/01/2024,12/31/2024
