"State","HCAHPS Measure ID","HCAHPS Question","HCAHPS Answer Description","HCAHPS Answer Percent","Footnote","Start Date","End Date"
NH,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",17,,10/01/2024,09/30/2025
NH,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",77,,10/01/2024,09/30/2025
NH,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",4,,10/01/2024,09/30/2025
NH,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",19,,10/01/2024,09/30/2025
NH,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,,10/01/2024,09/30/2025
NH,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,,10/01/2024,09/30/2025
NH,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",14,,10/01/2024,09/30/2025
NH,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",87,,10/01/2024,09/30/2025
NH,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2024,09/30/2025
NH,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",10,,10/01/2024,09/30/2025
NH,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",79,,10/01/2024,09/30/2025
NH,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",5,,10/01/2024,09/30/2025
NH,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",16,,10/01/2024,09/30/2025
NH,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",76,,10/01/2024,09/30/2025
NH,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",6,,10/01/2024,09/30/2025
NH,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",18,,10/01/2024,09/30/2025
NH,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",64,,10/01/2024,09/30/2025
NH,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",17,,10/01/2024,09/30/2025
NH,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",19,,10/01/2024,09/30/2025
NH,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",77,,10/01/2024,09/30/2025
NH,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",8,,10/01/2024,09/30/2025
NH,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",15,,10/01/2024,09/30/2025
NH,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",51,,10/01/2024,09/30/2025
NH,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",27,,10/01/2024,09/30/2025
NH,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",22,,10/01/2024,09/30/2025
NH,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",10,,10/01/2024,09/30/2025
NH,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",90,,10/01/2024,09/30/2025
NH,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",11,,10/01/2024,09/30/2025
NH,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",89,,10/01/2024,09/30/2025
NH,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",10,,10/01/2024,09/30/2025
NH,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",90,,10/01/2024,09/30/2025
NH,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,,10/01/2024,09/30/2025
NH,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",7,,10/01/2024,09/30/2025
NH,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",17,,10/01/2024,09/30/2025
NH,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,,10/01/2024,09/30/2025
NH,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",11,,10/01/2024,09/30/2025
NH,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",35,,10/01/2024,09/30/2025
NH,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",7,,10/01/2024,09/30/2025
NH,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",20,,10/01/2024,09/30/2025
NH,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",73,,10/01/2024,09/30/2025
NH,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5,,10/01/2024,09/30/2025
NH,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",73,,10/01/2024,09/30/2025
NH,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",22,,10/01/2024,09/30/2025
NJ,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,,10/01/2024,09/30/2025
NJ,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,,10/01/2024,09/30/2025
NJ,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,,10/01/2024,09/30/2025
NJ,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",83,,10/01/2024,09/30/2025
NJ,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",4,,10/01/2024,09/30/2025
NJ,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",13,,10/01/2024,09/30/2025
NJ,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",74,,10/01/2024,09/30/2025
NJ,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",6,,10/01/2024,09/30/2025
NJ,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",20,,10/01/2024,09/30/2025
NJ,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",72,,10/01/2024,09/30/2025
NJ,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",8,,10/01/2024,09/30/2025
NJ,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",20,,10/01/2024,09/30/2025
NJ,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",75,,10/01/2024,09/30/2025
NJ,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",7,,10/01/2024,09/30/2025
NJ,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",18,,10/01/2024,09/30/2025
NJ,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",82,,10/01/2024,09/30/2025
NJ,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",5,,10/01/2024,09/30/2025
NJ,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",13,,10/01/2024,09/30/2025
NJ,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",74,,10/01/2024,09/30/2025
NJ,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",7,,10/01/2024,09/30/2025
NJ,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",19,,10/01/2024,09/30/2025
NJ,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",70,,10/01/2024,09/30/2025
NJ,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",9,,10/01/2024,09/30/2025
NJ,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",21,,10/01/2024,09/30/2025
NJ,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",58,,10/01/2024,09/30/2025
NJ,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",23,,10/01/2024,09/30/2025
NJ,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",19,,10/01/2024,09/30/2025
NJ,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",72,,10/01/2024,09/30/2025
NJ,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",11,,10/01/2024,09/30/2025
NJ,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",17,,10/01/2024,09/30/2025
NJ,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",44,,10/01/2024,09/30/2025
NJ,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",34,,10/01/2024,09/30/2025
NJ,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",22,,10/01/2024,09/30/2025
NJ,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",17,,10/01/2024,09/30/2025
NJ,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",83,,10/01/2024,09/30/2025
NJ,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",18,,10/01/2024,09/30/2025
NJ,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",82,,10/01/2024,09/30/2025
NJ,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",15,,10/01/2024,09/30/2025
NJ,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",85,,10/01/2024,09/30/2025
NJ,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",69,,10/01/2024,09/30/2025
NJ,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",10,,10/01/2024,09/30/2025
NJ,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",21,,10/01/2024,09/30/2025
NJ,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,,10/01/2024,09/30/2025
NJ,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",17,,10/01/2024,09/30/2025
NJ,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",34,,10/01/2024,09/30/2025
NJ,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",11,,10/01/2024,09/30/2025
NJ,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",24,,10/01/2024,09/30/2025
NJ,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",65,,10/01/2024,09/30/2025
NJ,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8,,10/01/2024,09/30/2025
NJ,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",65,,10/01/2024,09/30/2025
NJ,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",27,,10/01/2024,09/30/2025
NM,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",78,,10/01/2024,09/30/2025
NM,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",5,,10/01/2024,09/30/2025
NM,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",17,,10/01/2024,09/30/2025
NM,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",85,,10/01/2024,09/30/2025
NM,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2024,09/30/2025
NM,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",12,,10/01/2024,09/30/2025
NM,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",75,,10/01/2024,09/30/2025
NM,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",5,,10/01/2024,09/30/2025
NM,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",20,,10/01/2024,09/30/2025
NM,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",73,,10/01/2024,09/30/2025
NM,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",6,,10/01/2024,09/30/2025
NM,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",21,,10/01/2024,09/30/2025
NM,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,,10/01/2024,09/30/2025
NM,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",6,,10/01/2024,09/30/2025
NM,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,,10/01/2024,09/30/2025
NM,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",84,,10/01/2024,09/30/2025
NM,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",5,,10/01/2024,09/30/2025
NM,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",11,,10/01/2024,09/30/2025
NM,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",76,,10/01/2024,09/30/2025
NM,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",7,,10/01/2024,09/30/2025
NM,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",17,,10/01/2024,09/30/2025
NM,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",73,,10/01/2024,09/30/2025
NM,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",8,,10/01/2024,09/30/2025
NM,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",19,,10/01/2024,09/30/2025
NM,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",62,,10/01/2024,09/30/2025
NM,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",19,,10/01/2024,09/30/2025
NM,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",19,,10/01/2024,09/30/2025
NM,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",73,,10/01/2024,09/30/2025
NM,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",10,,10/01/2024,09/30/2025
NM,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",17,,10/01/2024,09/30/2025
NM,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",49,,10/01/2024,09/30/2025
NM,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",28,,10/01/2024,09/30/2025
NM,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",23,,10/01/2024,09/30/2025
NM,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",17,,10/01/2024,09/30/2025
NM,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",83,,10/01/2024,09/30/2025
NM,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",19,,10/01/2024,09/30/2025
NM,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",81,,10/01/2024,09/30/2025
NM,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",14,,10/01/2024,09/30/2025
NM,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",86,,10/01/2024,09/30/2025
NM,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,,10/01/2024,09/30/2025
NM,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",9,,10/01/2024,09/30/2025
NM,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",19,,10/01/2024,09/30/2025
NM,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",60,,10/01/2024,09/30/2025
NM,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",9,,10/01/2024,09/30/2025
NM,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",31,,10/01/2024,09/30/2025
NM,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",10,,10/01/2024,09/30/2025
NM,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",21,,10/01/2024,09/30/2025
NM,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",69,,10/01/2024,09/30/2025
NM,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",7,,10/01/2024,09/30/2025
NM,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",66,,10/01/2024,09/30/2025
NM,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",27,,10/01/2024,09/30/2025
NV,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,,10/01/2024,09/30/2025
NV,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",5,,10/01/2024,09/30/2025
NV,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,,10/01/2024,09/30/2025
NV,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",84,,10/01/2024,09/30/2025
NV,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2024,09/30/2025
NV,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",13,,10/01/2024,09/30/2025
NV,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",73,,10/01/2024,09/30/2025
NV,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",6,,10/01/2024,09/30/2025
NV,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",21,,10/01/2024,09/30/2025
NV,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",71,,10/01/2024,09/30/2025
NV,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",7,,10/01/2024,09/30/2025
NV,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",22,,10/01/2024,09/30/2025
NV,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",74,,10/01/2024,09/30/2025
NV,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",8,,10/01/2024,09/30/2025
NV,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",18,,10/01/2024,09/30/2025
