"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
22C0001055,SURGISITE BOSTON,1440 MAIN ST,WALTHAM,MA,02451,,(732) 846-2501,97,2,1,98,90,8,2,94,86,11,3,94,83,13,4,93,3,740,240,32,10/01/2024,09/30/2025
22C0001057,ADVANCED EYE SURGERY CENTER,"500 FAUNCE CORNER RD, SUITE 180",NORTH DARTMOUTH,MA,02747,,(508) 717-0568,95,4,1,97,90,9,1,94,84,11,5,93,86,12,2,94,"3,6",673,98,15,10/01/2024,09/30/2025
22C0001058,DHA ENDOSCOPY LLC,91 MONTVALE AVE # 103,STONEHAM,MA,02180,,(781) 835-2111,99,1,0,99,94,5,1,96,93,6,1,96,91,8,1,96,3,3545,918,26,10/01/2024,09/30/2025
22C0001060,NORTHEAST ENDOSCOPY CENTER,59 LOWES WAY,LOWELL,MA,01851,,(978) 340-2146,98,2,0,99,92,7,1,95,91,8,1,96,90,8,2,96,,4355,927,21,10/01/2024,09/30/2025
22C0001062,BOSTON EYE SURGERY AND LASER CENTER TRUST,"52 SECOND AVE, SUITE 2500",WALTHAM,MA,02451,,(781) 768-5590,98,2,0,99,94,5,1,96,95,4,1,97,94,5,1,97,3,872,338,39,10/01/2024,09/30/2025
22C0001067,RELIANT MEDICAL GROUP THE ENDOSCOPY CENTER LLC,4 BROTHERTON WAY,AUBURN,MA,01501,,(508) 368-5495,99,1,0,99,91,8,1,95,90,9,1,96,88,10,2,95,3,3109,967,31,10/01/2024,09/30/2025
22C0001068,MDSINE LLC DBA SPINE INSTITUTE OF NEW ENGLAND,55 SAINT GEORGE ROAD,SPRINGFIELD,MA,01104,,(413) 736-7463,97,3,0,98,94,5,1,96,88,10,2,95,85,13,2,94,,2503,799,32,10/01/2024,09/30/2025
22C0001070,EASTERN MASSACHUSETTS SURGERY CENTER LLC,100 MORSE ST,NORWOOD,MA,02062,,(781) 255-0362,97,3,0,98,92,7,1,95,91,8,1,96,90,8,2,95,,2405,778,32,10/01/2024,09/30/2025
22C0001072,SURGICAL EYE EXPERTS LLC,385 GROVE STREET,WORCESTER,MA,01605,,(508) 453-8802,98,2,0,99,94,5,1,97,88,9,3,95,88,11,1,96,3,786,328,42,10/01/2024,09/30/2025
22C0001075,GREATER SPRINGFIELD SURGERY CENTER LLC,505 WILLARD AVE.,SPRINGFIELD,MA,01107,,(860) 667-9542,98,2,0,99,92,6,2,95,88,10,2,95,87,10,3,95,3,721,227,31,10/01/2024,09/30/2025
22C0001077,CAPE COD SURGERY CENTER,160 FALMOUTH RD,MASHPEE,MA,02649,,(508) 862-5116,,,,,,,,,,,,,,,,,1,,,,,
22C0001079,NEW ENGLAND SURGERY CENTER LLC,900 CUMMINGS CENTER STE. 1224,BEVERLY,MA,01915,,(978) 922-4670,,,,,,,,,,,,,,,,,1,,,,,
22C0001080,WEST SUBURBAN EYE SURGERY CENTER LLC,321 BILLERICA ROAD,CHELMSFORD,MA,01824,,(978) 614-0510,98,2,0,99,93,6,1,96,90,8,2,96,90,8,2,96,3,716,251,35,10/01/2024,09/30/2025
22C0001081,HEALTHCARE ENTERPRISES LLC DBA THE SURGERY CENTER,151 MAIN ST,SHREWSBURY,MA,01545,,(774) 214-4296,99,1,0,99,96,3,1,98,97,3,0,98,94,5,1,98,3,607,228,38,10/01/2024,09/30/2025
22C0001083,MILFORD-FRANKLIN EYE CENTER,145 WEST STREET,MILFORD,MA,01757,,(000) 000-0000,97,3,0,98,92,7,1,95,85,12,3,94,86,12,2,94,3,494,224,45,10/01/2024,09/30/2025
22C0001084,NATICK SURGERY CENTER,313 SPEEN STREET,NATICK,MA,01760,,(774) 273-2040,99,1,0,99,94,5,1,96,92,8,0,96,90,9,1,96,3,620,230,37,10/01/2024,09/30/2025
22C0001085,MEDFORD SURGERY CENTER,170 GOVERNORS AVENUE SUITE 100,MEDFORD,MA,02155,,(000) 000-0000,98,2,0,99,90,8,2,94,91,7,2,96,88,7,5,93,3,537,184,34,10/01/2024,09/30/2025
22C0001086,CHELMSFORD SURGERY CENTER LLC,10 RESEARCH PLACE SUITE 101,NORTH CHELMSFORD,MA,01863,,(800) 258-4674,99,1,0,100,95,4,1,97,96,3,1,97,95,4,1,98,3,872,285,33,10/01/2024,09/30/2025
22C0001087,EMERSON ENDOSCOPY AND DIGESTIVE HEALTH CENTER LLC,310 BAKER AVENUE SUITE 175A,CONCORD,MA,01742,,(978) 776-1710,98,2,0,99,93,6,1,96,93,5,2,96,91,7,2,96,3,2692,692,26,10/01/2024,09/30/2025
22C0001089,BAYSTATE NEW ENGLAND ORTHOPEDIC SURGEONS ALLIANCE LLC,50 WASON AVENUE 2ND FLOOR,SPRINGFIELD,MA,01107,,(413) 286-1020,99,1,0,99,92,7,1,96,94,6,0,97,94,5,1,98,3,2142,645,30,10/01/2024,09/30/2025
22C0001101,NEW ENGLAND BAPTIST SURGERY CENTER LLC,40 ALLIED DRIVE SUITE 200,DEDHAM,MA,02026,,(781) 809-2050,99,1,0,99,94,5,1,96,97,3,0,98,95,3,2,97,,1294,573,44,10/01/2024,09/30/2025
23C0001001,CASTLEMAN SURGERY CENTER DBA SOUTHGATE SURGERY CENTER,14050 DIX-TOLEDO RD,SOUTHGATE,MI,48195,,(734) 281-0100,98,1,1,99,88,9,3,93,91,8,1,96,88,9,3,95,3,1455,129,9,10/01/2024,09/30/2025
23C0001002,BALIAN EYE CENTER LLC,432 WEST UNIVERSITY DRIVE,ROCHESTER,MI,48307,,(248) 651-6122,,,,,,,,,,,,,,,,,1,,,,,
23C0001003,MICHIGAN OUTPATIENT SURGERY CENTER INC,"33080 UTICA RD., SUITE A",FRASER,MI,48026,,(586) 218-5890,98,2,0,99,91,7,2,95,91,8,1,95,86,12,2,94,3,689,248,36,10/01/2024,09/30/2025
23C0001006,LAKESHORE EYE SURGERY CENTER,21711 GREATER MACK,ST CLAIR SHORES,MI,48080,,(586) 774-4080,98,2,0,99,96,3,1,98,93,5,2,96,91,7,2,96,,1595,761,48,10/01/2024,09/30/2025
23C0001009,HOLLAND EYE CLINIC PC,999 WASHINGTON AVE,HOLLAND,MI,49423,,(616) 396-2316,97,3,0,99,95,4,1,97,94,4,2,97,93,5,2,97,3,575,256,47,10/01/2024,09/30/2025
23C0001012,GARRETT EYE CENTER,1301 CARPENTER AVE,IRON MOUNTAIN,MI,49801,,(906) 774-1404,98,2,0,99,89,9,2,94,88,8,4,96,88,12,0,96,,868,124,14,10/01/2024,09/30/2025
23C0001017,CUKROWSKI SURGERY CENTER PC,701SOUTH BALLENGER HWY,FLINT,MI,48532,,(810) 238-3603,99,1,0,100,94,4,2,96,97,2,1,98,89,11,0,97,"3,6",524,80,16,10/01/2024,09/30/2025
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,97,3,0,99,89,9,2,93,90,9,1,96,88,12,0,96,,1731,177,10,10/01/2024,09/30/2025
23C0001021,SURGERY CENTER OF MICHIGAN,44650 DELCO BLVD,STERLING HEIGHTS,MI,48313,,(586) 685-2128,95,5,0,98,94,6,0,97,89,11,0,96,76,24,0,92,"3,10",548,29,5,10/01/2024,09/30/2025
23C0001023,OAKLAND SURGICENTER INC,2820 CROOKS RD STE 200,ROCHESTER HILLS,MI,48309,,(248) 852-7484,99,1,0,100,96,3,1,98,93,5,2,97,88,10,2,95,3,528,127,24,10/01/2024,09/30/2025
23C0001025,EASTSIDE ASSOCIATES LLC,"28963 LITTLE MACK, STE. 103",ST CLAIR SHORES,MI,48081,,(586) 447-5122,98,2,0,99,92,6,2,95,90,7,3,96,88,11,1,95,3,512,175,34,10/01/2024,09/30/2025
23C0001027,LAKE LANSING ASC PARTNERS LLC,1707 LAKE LANSING RD,LANSING,MI,48912,,(517) 708-3363,97,2,1,98,93,5,2,95,86,11,3,94,85,12,3,94,"3,6",566,94,17,10/01/2024,09/30/2025
23C0001028,WOODBRIDGE CENTER LLC,7901 ANGLING RD.,PORTAGE,MI,49024,,(269) 324-8402,97,2,1,98,94,5,1,96,84,15,1,93,84,13,3,93,3,652,123,19,10/01/2024,09/30/2025
23C0001030,GRAND VALLEY SURGICAL CENTER,2680 LEONARD ST NORTHEAST,GRAND RAPIDS,MI,49525,,(616) 224-1110,99,1,0,99,94,5,1,96,91,9,0,96,93,6,1,97,3,504,164,33,10/01/2024,09/30/2025
23C0001031,GENESIS ASC PARTNERS LLC DBA GENESIS SURGERY CENTER,3400 EAST JOLLY RD,LANSING,MI,48910,,(517) 708-3363,98,2,0,99,96,3,1,97,92,7,1,97,89,10,1,96,,697,232,33,10/01/2024,09/30/2025
23C0001032,BLAKE WOODS MEDICAL PARK SURGERY CENTER,2775 BLAKE RD,JACKSON,MI,49201,,(517) 787-2906,98,2,0,99,92,7,1,96,89,10,1,96,87,9,4,94,3,2300,912,40,10/01/2024,09/30/2025
23C0001033,BROOKSIDE SURGERY CENTER,"3600 CAPITAL AVE, SUITE 101",BATTLE CREEK,MI,49015,,(269) 979-2490,98,2,0,99,95,4,1,97,93,6,1,96,86,12,2,95,3,467,167,36,10/01/2024,09/30/2025
23C0001034,THE SURGERY CENTER,5080 N. ROYAL DR.,TRAVERSE CITY,MI,49684,,(231) 929-3888,98,2,0,99,97,2,1,98,95,4,1,97,92,6,2,97,3,388,187,48,10/01/2024,09/30/2025
23C0001035,MICHIGAN SURGICAL CENTER LLC,2075 COOLIDGE RD.,EAST LANSING,MI,48823,,(517) 319-9024,99,1,0,100,92,7,1,96,95,3,2,97,91,7,2,96,3,661,184,28,10/01/2024,09/30/2025
23C0001036,THE SURGERY CENTER,5202 MILLER RD.,FLINT,MI,48507,,(810) 732-7700,99,1,0,99,91,7,2,94,95,2,3,97,90,8,2,95,3,1044,128,12,10/01/2024,09/30/2025
23C0001038,CATARACT SPECIALTY SURGICAL CENTER,28747 WOODWARD AVE,BERKLEY,MI,48072,,(248) 584-4602,97,2,1,98,92,6,2,95,91,7,2,96,89,8,3,94,,842,164,20,10/01/2024,09/30/2025
23C0001040,AMERICAN SURGICAL CENTERS II LLC,12200 13 MILE RD,ROSEVILLE,MI,48066,,(586) 498-9440,96,3,1,97,87,10,3,92,76,15,9,89,67,23,10,84,3,861,201,23,10/01/2024,09/30/2025
23C0001043,SURGICAL CENTERS OF MICHIGAN LLC,4600 INVESTMENT DR,TROY,MI,48098,,(248) 844-9710,98,2,0,99,90,8,2,94,89,10,1,96,89,8,3,95,3,955,264,28,10/01/2024,09/30/2025
23C0001045,MICHIGAN ENDOSCOPY CENTER LLC,"30055 NORTHWESTERN HWY, STE. L60",FARMINGTON HILLS,MI,48334,,(248) 865-6555,96,4,0,98,90,8,2,94,87,10,3,95,85,13,2,94,3,3762,1115,30,10/01/2024,09/30/2025
23C0001046,SOUTHFIELD ENDOSCOPY ASC LLC,264 W. MAPLE RD. STE. 100,TROY,MI,48084,,(248) 269-5594,98,2,0,99,93,5,2,95,91,8,1,96,89,9,2,96,,1641,557,34,10/01/2024,09/30/2025
23C0001047,ASSOCIATED SURGICAL CENTER OF DEARBORN LLC,24420 FORD RD,DEARBORN HEIGHTS,MI,48127,,(313) 925-3304,98,2,0,99,95,4,1,97,88,8,4,95,86,12,2,94,"3,6",413,83,20,10/01/2024,09/30/2025
23C0001048,ASC-TCG LLC DBA TRI-COUNTY CENTER FOR ENDOSCOPY AND SURGERY,37399 GARFIELD SUITE 100,CLINTON TOWNSHIP,MI,48036,,(586) 228-5300,98,2,0,99,92,7,1,96,91,8,1,96,89,8,3,95,3,706,228,32,10/01/2024,09/30/2025
23C0001049,UNASOURCE SURGERY CENTER,4550 INVESTMENT DR. STE. 100,TROY,MI,48098,,(248) 265-4610,99,1,0,99,94,5,1,97,96,4,0,98,94,5,1,98,3,557,242,43,10/01/2024,09/30/2025
23C0001050,COPPER RIDGE SURGERY CENTER,4100 PARK FOREST DR,TRAVERSE CITY,MI,49864,,(231) 392-8935,98,2,0,99,93,6,1,96,95,4,1,96,93,6,1,97,,1239,482,39,10/01/2024,09/30/2025
23C0001052,NEWCO AMBULATORY SURGERY CENTER LLP,4190 24TH AVE,FORT GRATIOT,MI,48059,,(810) 216-4401,98,2,0,99,91,7,2,94,89,10,1,95,92,6,2,96,3,826,144,18,10/01/2024,09/30/2025
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,97,3,0,99,89,10,1,94,93,6,1,96,90,9,1,96,,1915,181,10,10/01/2024,09/30/2025
23C0001054,SURGERY CENTER OF KALAMAZOO LLC,"3200 W. CENTRE AVE., SUITE 101",PORTAGE,MI,49024,,(269) 323-9905,97,3,0,98,94,5,1,97,90,8,2,95,88,10,2,95,3,1772,687,39,10/01/2024,09/30/2025
23C0001056,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DR,YPSILANTI,MI,48197,,(734) 528-5399,,,,,,,,,,,,,,,,,1,,,,,
23C0001059,DEARBORN SURGERY CENTER LLC DBA DEARBORN SURGERY CENTER,18100 OAKWOOD BLVD SUITE 100,DEARBORN,MI,48124,,(313) 253-2040,98,2,0,99,92,6,2,95,91,8,1,96,91,8,1,96,,4151,1063,26,10/01/2024,09/30/2025
23C0001060,GREAT LAKES SURGICAL CENTER LLC,26051 LAHSER RD.,SOUTHFIELD,MI,48033,,(248) 223-9925,99,1,0,100,88,11,1,93,94,6,0,96,85,15,0,95,3,463,102,22,10/01/2024,09/30/2025
23C0001061,WEST BLOOMFIELD SURGERY CENTER LLC DBA LAKES SURGERY CENTER,2300 HAGGERTY RD SUITE 1000,WEST BLOOMFIELD,MI,48323,,(248) 896-6322,96,3,1,98,93,6,1,96,91,8,1,95,87,11,2,95,3,981,306,31,10/01/2024,09/30/2025
23C0001065,GRAND RIVER ENDOSCOPY CENTER LLC,310 LAFAYETTE AVE SE STE 200,GRAND RAPIDS,MI,49503,,(616) 752-5883,98,2,0,99,93,5,2,96,91,9,0,96,85,14,1,94,3,554,110,20,10/01/2024,09/30/2025
23C0001066,ROCHESTER SURGERY CENTER PC,405 BARCLAY CIR.,ROCHESTER HILLS,MI,48307,,(248) 793-0800,99,1,0,100,92,7,1,95,96,4,0,98,94,5,1,98,3,769,143,19,10/01/2024,09/30/2025
23C0001067,BLUE WATER ASC LLC,920 RIVER CENTRE DR,PORT HURON,MI,48060,,(810) 985-5200,99,1,0,100,97,3,0,98,94,5,1,97,92,6,2,96,,1958,827,42,10/01/2024,09/30/2025
23C0001068,SHORELINE ASC INC,1266 E. SHERMAN BLVD,MUSKEGON,MI,49444,,(231) 737-4714,99,1,0,100,92,6,2,95,96,4,0,97,92,8,0,97,,1818,212,12,10/01/2024,09/30/2025
23C0001069,KALAMAZOO ENDO CENTER,3300 COOLEY CT,PORTAGE,MI,49024,,(269) 488-5701,96,3,1,97,96,4,0,98,89,10,1,95,87,11,2,95,3,2116,658,31,10/01/2024,09/30/2025
23C0001071,PAIN TREATMENT CENTER OF MICHIGAN LLC DBA MATRIX SURGERY CENTER,4450 FASHION SQUARE BLVD SUITE 200,SAGINAW,MI,48603,,(989) 790-7950,98,2,0,99,92,8,0,96,93,5,2,97,91,5,4,96,3,408,126,31,10/01/2024,09/30/2025
23C0001072,SURGERY CENTER AT HEALTH PARK LLC,600 HEALTH PARK BLVD STE A,GRAND BLANC,MI,48439,,(810) 603-8205,99,1,0,100,93,6,1,96,96,4,0,97,94,6,0,98,3,283,112,40,10/01/2024,09/30/2025
23C0001073,ANDERSEN EYE SURGERY CENTER LLC,5161 CARDINAL PARK DR,SAGINAW,MI,48604,,(989) 249-6271,98,2,0,99,88,9,3,92,91,8,1,97,89,10,1,96,3,660,145,22,10/01/2024,09/30/2025
23C0001074,THE CENTER FOR GASTROINTESTINAL HEALTH AT HEALTH PARK LLC,600 HEALTH PARK BLVD. STE. E,GRAND BLANC,MI,48439,,(810) 603-8224,98,2,0,99,92,6,2,95,92,8,0,97,91,8,1,96,,736,227,31,10/01/2024,09/30/2025
23C0001075,NEW MILLENNIUM SURGERY CENTER PLLC,29201 TELEGRAPH RD. STE. 315,SOUTHFIELD,MI,48034,,(248) 281-0028,97,2,1,98,90,8,2,94,91,7,2,96,84,15,1,94,"3,6",366,99,27,10/01/2024,09/30/2025
23C0001077,GREAT LAKES EYE SURGERY CENTER LLC,2393 SCHUST,SAGINAW,MI,48603,,(989) 752-6200,97,3,0,98,90,9,1,94,86,11,3,94,88,8,4,95,,692,163,24,10/01/2024,09/30/2025
23C0001079,SIXTY FOURTH STREET LLC,2373 64TH ST. SW STE. 2200,BYRON CENTER,MI,49315,,(616) 685-3978,99,1,0,99,96,4,0,98,93,5,2,96,90,8,2,96,,928,325,35,10/01/2024,09/30/2025
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,98,2,0,99,92,6,2,95,92,8,0,98,90,10,0,97,,1501,152,10,10/01/2024,09/30/2025
23C0001081,WEST MICHIGAN SURGERY CENTER LLC,20095 GILBERT RD SUITE A,BIG RAPIDS,MI,49307,,(231) 592-1360,98,1,1,98,87,10,3,92,87,10,3,95,88,10,2,95,3,720,172,24,10/01/2024,09/30/2025
23C0001082,MACKINAW SURGERY CENTER LLC,5400 MACKINAW RD SUITE 2200,SAGINAW,MI,48604,,(989) 583-5200,98,2,0,99,93,6,1,96,95,4,1,97,94,2,4,96,3,313,114,36,10/01/2024,09/30/2025
23C0001083,BALD MOUNTAIN SURGICAL CENTER,1375 S. LAPEER RD. STE. 109,LAKE ORION,MI,48360,,(248) 693-7954,98,1,1,99,94,5,1,96,95,4,1,97,95,4,1,97,3,434,201,46,10/01/2024,09/30/2025
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,96,3,1,98,89,8,3,94,88,12,0,96,88,12,0,96,,1263,185,15,10/01/2024,09/30/2025
23C0001087,CROWNE POINT ENDOSCOPY AND SURGERY CENTER,6240 RASHELLE DR. STE. 101,FLINT,MI,48507,,(810) 600-4000,98,2,0,99,92,7,1,95,91,5,4,95,90,6,4,95,3,780,271,35,10/01/2024,09/30/2025
23C0001088,EASTSIDE ASSOCIATES LLC,"28963 LITTLE MACK, SUITE 103",ST CLAIR SHORES,MI,48081,,(856) 447-5115,98,2,0,99,91,7,2,95,95,5,0,97,92,7,1,97,3,521,163,31,10/01/2024,09/30/2025
23C0001091,LAPEER COUNTY SURGERY CENTER,1546 CALLIS RD,LAPEER,MI,48446,,(810) 667-4000,99,1,0,100,94,5,1,97,97,3,0,98,97,2,1,98,,1233,436,35,10/01/2024,09/30/2025
23C0001092,BIRMINGHAM AMBULATORY SURGICAL CENTER PLLC,230 WEST MAPLE,TROY,MI,48084,,(248) 244-1500,99,1,0,100,92,6,2,95,96,3,1,97,89,10,1,96,3,796,168,21,10/01/2024,09/30/2025
23C0001093,WATERFORD SURGICAL CENTER LLC,"5220 HIGHLAND RD, STE. 100",WATERFORD,MI,48327,,(248) 886-5559,98,2,0,99,91,7,2,94,90,8,2,96,88,10,2,95,3,1255,375,30,10/01/2024,09/30/2025
23C0001101,EYE SURGERY CENTER OF MICHIGAN LLC,3455 LIVERNOIS,TROY,MI,48083,,(248) 619-2020,97,3,0,98,92,7,1,95,93,5,2,96,88,10,2,95,3,514,209,41,10/01/2024,09/30/2025
23C0001102,BONE AND JOINT SURGERY CENTER OF NOVI,26750 PROVIDENCE PKWY #100,NOVI,MI,48374,,(248) 662-1500,99,1,0,99,92,7,1,95,91,5,4,95,86,11,3,94,3,662,132,20,10/01/2024,09/30/2025
23C0001104,NOVI SURGERY CENTER,25500 MEADOWBROOK RD SUITE 110,NOVI,MI,48375,,(248) 919-3857,98,2,0,99,91,6,3,94,90,10,0,96,86,14,0,95,3,903,135,15,10/01/2024,09/30/2025
23C0001108,PREMIER SURGICAL CTR OF MICHIGAN,43475 DALCOMADRIVE SUITE 100,CLINTON TOWNSHIP,MI,48038,,(586) 263-5043,99,1,0,100,93,6,1,96,96,3,1,98,92,7,1,96,3,833,278,33,10/01/2024,09/30/2025
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,99,1,0,99,91,8,1,95,89,9,2,95,89,10,1,96,,1445,426,29,10/01/2024,09/30/2025
23C0001110,MUSKEGON SC LLC,"1400 MERCY DR, STE. 150",MUSKEGON,MI,49444,,(231) 733-7800,98,2,0,99,95,4,1,97,91,9,0,97,91,7,2,96,3,491,190,39,10/01/2024,09/30/2025
23C0001111,METRO HEALTH ASC LLC DBA METRO HEALTH OAM SURGERY CENTER,555 MIDTOWNE ST NORTHEAST SUITE 200,GRAND RAPIDS,MI,49503,,(616) 552-5000,99,1,0,100,94,5,1,97,92,7,1,95,92,7,1,97,3,681,242,36,10/01/2024,09/30/2025
23C0001113,NPS ASSOCIATES LLC DBA GREAT LAKES BAY SURGERY & ENDOSCOPY CENTER,4228 BAY CITY RD,MIDLAND,MI,48642,,(989) 495-9100,99,1,0,99,90,8,2,94,87,13,0,95,88,12,0,96,3,610,176,29,10/01/2024,09/30/2025
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,98,2,0,99,92,6,2,95,90,8,2,96,89,9,2,95,,1116,401,36,10/01/2024,09/30/2025
23C0001115,LIVONIA OUTPATIENT SURGERY CENTER LLC,33400 W. SIX MILE RD. STE. B,LIVONIA,MI,48152,,(734) 452-7115,97,3,0,98,89,10,1,94,86,13,1,95,84,15,1,94,3,721,164,23,10/01/2024,09/30/2025
23C0001116,MIDMICHIGAN ENDOSCOPY CENTER PLLC,1144 CHARTER DR,FLINT,MI,48532,,(810) 230-7200,97,2,1,98,87,9,4,92,86,10,4,94,82,14,4,92,3,1425,341,24,10/01/2024,09/30/2025
23C0001118,OSI LLC DBA ORTHOPAEDIC SURGICAL INSTITUTE,1349 SOUTH ROCHESTER RD SUITE 250,ROCHESTER HILLS,MI,48307,,(248) 601-0040,98,2,0,99,89,10,1,94,93,5,2,97,91,9,0,97,"3,6",517,87,17,10/01/2024,09/30/2025
23C0001119,MACOMB ENDOSCOPY CENTER PLC,48801 ROMEO PLANK RD STE 101,MACOMB,MI,48044,,(248) 844-9710,98,2,0,99,91,7,2,94,92,7,1,96,90,7,3,95,3,1070,310,29,10/01/2024,09/30/2025
23C0001120,MICHIGAN ENDOSCOPY CENTER AT PROVIDENCE PARK,"47601 GRANDRIVER AVE, STE. D110",NOVI,MI,48374,,(248) 465-9220,96,3,1,98,91,7,2,95,90,8,2,95,88,10,2,95,3,2113,632,30,10/01/2024,09/30/2025
23C0001121,TOWN CENTER ASC LLC,"130 TOWN CENTER DR., STE. 130",TROY,MI,48084,,(248) 680-9101,96,4,0,98,88,9,3,93,83,13,4,94,78,18,4,91,3,663,196,30,10/01/2024,09/30/2025
23C0001123,SYNERGY SPINE AND ORTHOPEDIC SURGERY CENTER LLC,5504 WEST 12 MILE RD,WARREN,MI,48092,,(586) 933-5613,99,1,0,99,92,7,1,96,84,15,1,94,84,16,0,94,3,762,165,22,10/01/2024,09/30/2025
23C0001125,MEI SURGERY CENTER PLLC DBA MICHIGAN EYE SURGERY CENTER,4495 TOWN CENTER PARKWAY,FLINT,MI,48532,,(810) 244-3937,98,2,0,99,91,7,2,95,92,6,2,96,84,15,1,94,3,1057,382,36,10/01/2024,09/30/2025
23C0001126,SPECIALTY SURGICAL CTR,22000 GREENFIELD RD,OAK PARK,MI,48237,,(248) 206-2990,98,1,1,99,96,2,2,97,89,6,5,96,87,11,2,94,"3,10",186,29,16,10/01/2024,09/30/2025
23C0001128,RED CEDAR SURGERY CENTER PLLC,5668 OKEMOS RD,HASLETT,MI,48840,,(517) 481-2883,99,1,0,99,95,4,1,97,97,2,1,98,94,4,2,97,,490,213,43,10/01/2024,09/30/2025
23C0001129,MPS ASC VENTURES INKSTER LLC DBA MIORTHO SURGERY CENTER,29110 INKSTER ROAD SUITE 100,SOUTHFIELD,MI,48034,,(248) 234-9300,98,2,0,99,89,9,2,93,92,7,1,96,89,10,1,96,3,973,411,42,10/01/2024,09/30/2025
23C0001131,GREAT LAKES SURGERY CTR LLC,2848 NILES RD STE B,ST JOSEPH,MI,49085,,(269) 428-3304,98,2,0,99,90,8,2,94,95,4,1,97,90,7,3,95,,450,181,40,10/01/2024,09/30/2025
23C0001132,GENESYS SURGERY CENTER,35105 WARREN RD,WESTLAND,MI,48185,,(734) 351-5269,95,4,1,97,89,7,4,93,84,10,6,93,80,16,4,91,3,900,205,23,10/01/2024,09/30/2025
23C0001134,MT PLEASANT SURGERY CTR,4851 EAST PICKARD ST,MT PLEASANT,MI,48858,,(989) 546-2171,95,4,1,97,93,6,1,96,85,13,2,95,83,14,3,93,3,386,136,35,10/01/2024,09/30/2025
23C0001135,ROCHESTER ENDOSCOPY & SURGERY CENTER LLC,1349 SOUTH ROCHESTER RD SUITE 150,ROCHESTER HILLS,MI,48307,,(312) 794-7730,98,2,0,99,89,8,3,93,91,7,2,96,93,7,0,98,3,2208,120,6,10/01/2024,09/30/2025
23C0001137,GRAND RAPIDS SURGICAL SUITES PLLC,2505 EAST PARIS AVE SUITE 105,GRAND RAPIDS,MI,49546,,(616) 551-3459,96,3,1,98,92,7,1,95,80,17,3,93,76,22,2,91,,590,225,38,10/01/2024,09/30/2025
23C0001138,WEST MICHIGAN SURGICAL CENTER LLC,8300 LOGISTICS DR,ZEELAND,MI,49464,,(616) 748-0630,98,2,0,99,92,7,1,96,82,13,5,93,79,16,5,90,3,592,165,28,10/01/2024,09/30/2025
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,99,1,0,99,94,5,1,97,90,10,0,96,84,14,2,93,3,621,103,17,10/01/2024,09/30/2025
23C0001140,MICHIGAN OUTPATIENT SURGICAL SOLUTIONS,46325 WEST 12 MILE ROAD SUITE 100,NOVI,MI,48377,,(248) 618-2121,98,2,0,99,94,5,1,97,93,5,2,96,89,9,2,96,,876,305,35,10/01/2024,09/30/2025
23C0001142,ALLIANCE SURGERY CENTER,3663 NORTH COUNTRY DRIVE,TRAVERSE CITY,MI,49684,,(000) 000-0000,97,2,1,98,94,5,1,96,95,4,1,96,93,5,2,97,3,705,317,45,10/01/2024,09/30/2025
23C0001143,SURGERY CENTER AT GATEWAY LLC,5302 GATEWAY CENTER,FLINT,MI,48507,,(810) 285-9901,99,1,0,99,94,6,0,97,95,4,1,97,94,5,1,98,3,414,185,45,10/01/2024,09/30/2025
